[32mFull scans	pages shared	pages sharing	pages unshared	pages volatile	general profit[0m
0		0		0		0		0		0
48		28		5410		1903		1		21689472
96		6058		29457		73919		55092		110126208
100		6194		55294		134508		62995		209908864
103		5348		48226		143317		80569		179741824
106		7037		46835		155806		68256		174048384
109		8895		53325		192946		22768		200631424
112		8135		52689		197807		19310		198034560
115		8273		54103		201857		13721		203793536
118		8820		54431		209771		4913		205161600
121		8789		54424		211218		3503		205132928
124		9035		54839		212285		1775		206832768
127		9042		54836		212822		1234		206820480
130		9067		54859		212958		1050		206914688
132		9066		54873		213118		876		206972032
135		9107		54845		212953		1029		206857344
138		9081		54840		211046		2965		206836864
141		8114		53236		185765		30819		200266880
144		8849		53057		211000		5024		199533696
147		8894		53103		215693		244		199722112
150		8877		52698		211926		4433		198063232
153		6933		47095		150539		73318		175154304
156		6981		47423		222367		1163		176456832
159		7002		47541		222214		1177		176940160
162		6957		47531		221444		2003		176899200
165		6981		47557		222487		908		177005696
168		6974		47553		222521		886		176989312
171		6997		47509		222382		1047		176809088
174		7017		47548		221665		1704		176968832
177		6979		47584		222361		1008		177116288
180		6947		47551		220470		2966		176981120
183		6977		47521		222491		945		176858240
186		6997		47558		223067		312		177009792
189		6995		47501		222555		884		176776320
192		7037		47552		223068		277		176985216
195		7037		47552		223190		155		176985216
198		7037		47560		223155		182		177017984
201		7033		47562		223122		216		177026176
204		7033		47561		223094		247		177022080
207		6965		47630		220233		3106		177304704
210		6967		47632		223036		299		177312896
213		6968		47635		223109		222		177325184
216		6968		47636		223131		199		177329280
219		6968		47635		223186		145		177325184
222		6968		47634		223159		173		177321088
225		6969		47635		222951		379		177325184
228		6969		47634		223063		268		177321088
231		6969		47634		223180		151		177321088
234		6969		47635		223147		182		177325184
237		6970		47620		223077		268		177263744
240		6970		47627		223151		186		177292416
243		6913		47600		222082		1339		177181824
246		6924		47707		221469		1834		177620096
249		6925		47710		222996		303		177632384
252		6925		47708		223067		233		177624192
255		6970		46926		223784		253		174421120
258		7499		57788		227237		38832		215492864
260		9507		85228		309076		130809		314878208
261		18108		102733		325491		107744		385337600
263		22160		106504		308909		118011		400783616
264		24595		106909		344067		80809		402290944
265		34964		116295		355525		49596		440736000
267		46732		134141		347625		27882		513833216
268		47667		133584		358864		16609		511146240
270		48565		133680		360087		14048		511944960
271		49237		129110		362358		15675		493226240
273		54157		140212		358118		3893		538700032
274		54144		140401		359752		2083		539474176
276		54150		140446		360007		1777		539658496
277		54136		140432		359621		2199		539605248
279		54147		140487		358184		3562		539826432
280		54182		140599		358504		3095		540285184
282		53922		139294		318680		44384		534964480
283		60801		146865		347155		1559		565950720
285		61627		147664		345651		1439		569223424
286		61623		147856		344325		2576		570009856
288		61661		148137		345724		858		571160832
289		61662		148137		345743		838		571160832
291		61659		148125		345536		1057		571103488
292		61661		148123		346034		562		571103488
294		61658		148127		345902		693		571119872
295		61657		148125		345998		600		571111680
297		61656		148155		345290		1279		571234560
298		61660		148160		345862		699		571255040
300		61670		148167		345692		853		571283712
302		61657		148146		341936		4641		571197696
303		61737		148206		341584		4854		571439360
305		61729		148122		343856		2673		571099392
306		61803		148192		345750		635		571386112
308		61801		148189		345574		816		571373824
309		61801		148193		345757		629		571390208
311		58198		136330		312653		49199		522799360
312		78950		131875		335646		9674		505268480
314		123696		178602		252282		1802		695945472
315		122610		179672		252562		1536		700328192
317		122614		179742		252746		1278		700614912
319		122603		179465		250277		4036		699480320
320		122499		178605		253903		1373		695957760
322		122515		178539		253962		1364		695687424
324		122447		178520		251541		3872		695609600
325		122465		178650		253569		1695		696142080
327		122439		177412		250663		5866		691071232
329		122465		177482		255653		780		691357952
330		122419		177485		255926		551		691370240
332		122353		178118		254602		1307		693963008
334		122422		177823		254119		2015		692754688
335		122431		177800		255470		680		692660480
337		122428		177795		255431		725		692640000
339		122433		177624		254815		1508		691939584
340		122453		177631		255667		629		691968256
342		122475		177647		255748		510		692033792
344		122460		177598		254717		1604		691833088
345		122359		177640		255748		634		692001024
347		122362		176684		252557		4775		688089344
348		122403		176726		256758		493		688261376
350		116962		175916		228648		34855		684943616
352		118334		177382		260000		664		690948352
353		118278		175401		252436		10262		682834176
355		118552		172701		260924		4202		671774976
357		118717		172864		264257		543		672442624
358		118716		172421		263486		1757		670628096
360		118710		172207		263655		1808		669751552
362		118508		172229		265118		525		669841664
363		118513		171827		262991		3049		668195072
365		118323		171921		263771		2365		668580096
367		118327		171927		265241		883		668604672
368		118241		171828		265122		1190		668199168
370		118239		171822		265775		544		668174592
371		118148		171824		265928		480		668182784
373		118146		171826		265768		641		668190976
375		118047		171824		265884		625		668182784
376		118047		171820		266000		513		668166400
378		117947		171827		266088		518		668195072
380		117945		171818		266039		578		668158208
381		117910		171827		266017		625		668195072
383		117887		171805		265603		1085		668104960
385		117803		171810		266131		636		668125440
386		117804		171814		266003		759		668141824
388		117690		171809		266181		700		668121344
390		117568		171808		266517		486		668117248
391		117533		170794		264089		3964		663963904
393		117696		174404		267108		4514		678280576
394		117722		206966		284568		179717		797231296
395		123332		245875		337836		110493		954780352
396		125775		255221		303771		150059		991956352
397		128564		251497		338197		116568		976702848
398		134078		270410		412057		18281		1054170496
399		138225		274342		396085		26174		1070275968
400		137303		270570		387323		39630		1054825856
401		137163		271490		398020		28152		1058594176
402		137644		277113		403441		16628		1081625984
403		137481		280402		397176		19767		1095097728
405		137992		281249		407546		8039		1098567040
406		138075		281773		409907		5071		1100713344
407		138025		281870		407142		7789		1101110656
408		138026		281830		412448		2522		1100946816
409		138000		281872		407730		7225		1101118848
410		136050		278447		390804		29525		1087094144
411		136707		278778		393821		25498		1088445824
412		137440		279797		412894		4695		1092619648
413		137461		279906		414430		3029		1093066112
414		137232		276580		400664		20350		1079442816
415		165726		297126		322520		49454		1163632000
416		202642		334206		292924		5476		1315478912
417		202613		334542		290228		7443		1316855168
418		202632		334662		294829		2703		1317346688
419		202637		334660		295713		1816		1317338496
421		202633		334640		295748		1805		1317256576
422		202633		334717		294535		2941		1317571968
423		202634		334741		295394		2057		1317670272
