[32mFull scans	pages shared	pages sharing	pages unshared	pages volatile	general profit[0m
31		0		0		0		0		0
48		57		11617		7208		176332		35089536
50		2261		38171		90446		146288		138609792
52		6366		52812		192532		26189		198538368
54		6973		53436		204383		13141		201086080
56		7021		53554		215352		2007		201569408
58		6853		51642		171757		47682		193737856
60		6967		51519		217863		1585		193234048
61		6968		51514		218577		875		193213568
63		6967		51035		218463		1469		191251584
65		6986		51519		217431		1998		193234048
67		6946		51557		217895		1536		193389696
68		6953		51510		218279		1192		193197184
70		7005		51558		219029		342		193393792
72		7003		51553		219055		323		193373312
74		7007		51549		217896		1482		193356928
76		7007		51544		218976		407		193336448
77		7002		51538		218808		586		193311872
79		7003		51543		218741		647		193332352
81		6996		51530		218483		925		193279104
83		6997		51550		218373		1014		193361024
84		6998		51536		217238		2163		193303680
86		4891		48180		173971		50892		179557504
88		4481		49870		136042		192675		179759360
89		9075		71698		183148		291563		258124032
90		26465		121047		335316		72558		460368128
91		48399		146035		333650		27400		562608384
92		52764		150607		340750		11363		581335296
93		53310		148312		304555		49307		571934976
94		53768		148774		330493		22449		573827328
95		56380		151411		345814		1885		584628480
96		56378		151424		345156		2526		584681728
97		56379		151460		343938		3707		584829184
97		56399		151538		341850		5697		585148672
98		56413		151511		344669		2891		585038080
99		56426		151929		345069		2060		586750208
100		56405		151850		344130		3103		586426624
101		56205		151574		337508		10197		585296128
102		56504		152037		343924		3019		587192576
103		56576		151988		344266		2654		586991872
104		56427		152271		340652		6134		588151040
105		56544		152986		343424		2524		591079680
106		56551		153088		342741		3104		591497472
106		56521		153094		342375		3494		591522048
107		56514		151975		329376		17620		586938624
108		56584		205426		338173		231459		788215808
109		57867		243509		383950		148038		944117760
109		73795		268560		383404		107681		1046681600
110		79479		281809		449961		22191		1100949504
111		86766		291166		420155		35353		1139275776
111		87239		285250		395994		64957		1115043840
112		91352		289521		440337		12230		1132537856
112		107557		306056		408114		11713		1200265216
113		107603		306103		415338		4396		1200457728
114		107617		306207		415692		3924		1200883712
114		107608		306219		413870		5742		1200932864
115		107700		306930		415182		4011		1203820544
116		108103		307387		414982		3352		1205692416
116		108131		307417		416315		1961		1205815296
117		108119		307120		415074		3511		1204598784
117		108130		307431		413085		5178		1205872640
118		107966		307194		410305		8359		1204901888
119		108048		307460		406101		12215		1205991424
119		108097		307590		410586		7551		1206523904
120		108128		307526		406500		11666		1206274048
120		108238		307615		406746		11225		1206626304
121		108399		307216		401732		16477		1204992000
122		108646		307391		407281		10506		1205708800
122		109594		308302		408104		7824		1209440256
123		110289		309039		411832		2664		1212459008
124		110288		309129		412332		2076		1212827648
124		110276		309082		411100		3366		1212635136
125		110265		309067		409871		4621		1212573696
125		110300		309105		411712		2707		1212729344
126		110302		309144		412558		1820		1212889088
127		110144		308809		411053		3818		1211516928
127		110187		308934		406661		8042		1212028928
128		110252		309071		409405		5096		1212590080
129		110254		309128		412317		2125		1212823552
129		110228		309083		411807		2706		1212639232
130		110102		308162		408386		7174		1208870912
130		110204		308747		406558		8313		1211267072
131		110231		308922		408955		5716		1211979776
132		110092		308271		409470		5992		1209313280
