40411867	37857606	33671504	43757823	20035247	35146809
122923172	736281850	1345215595	1545620843	1629270406	1075862373
123138477	185011983	231764294	368522063	469559578	275599279
200575349	387349275	559610693	739868271	891711525	555823022
159670438	355125263	535571063	737750535	903209374	538265334
233462659	404707515	555926500	777641324	951431429	584633885
256924732	519308463	662420264	895447633	1105363726	687892963
258144742	515141617	683531734	926812087	1136091529	703944341
282617110	480716549	660260528	913346348	1110232493	689434605
286396686	496819448	738128373	1024239154	1259407637	760998259
235852169	538124435	787175131	1061839922	1277586545	780115640
305363704	606266965	885318451	1156224801	1410360609	872706906
318268711	591974300	790145011	1083239026	1353137081	827352825
281134671	552510639	831936486	1127916284	1392939421	837287500
332146805	620891076	895778780	1146723133	1401882395	879484437
331739059	617985628	874741210	1185748135	1464204910	894883788
297038595	608945392	895335684	1200930763	1455715454	891593177
350171428	665271582	911528251	1234769004	1522907852	936929623
299865443	639582526	933807655	1241466708	1484318994	919808265
348701196	672061301	915830852	1232553008	1521051322	938039535
320114561	646864279	1012480036	1323383938	1693100570	999188676
357260932	668371535	960796953	1284099714	1593196964	972745219
358990285	694491300	998287160	1307686665	1601052130	992101508
368342605	669110232	981449986	1315818100	1587492701	984442724
369878941	746296866	1090283364	1459970946	1774198986	1088125820
350742484	685803270	1003266342	1325995355	1610899675	995341425
346853140	672442456	996964744	1355588696	1681571686	1010684144
385482424	729471294	1025693750	1358950366	1688396908	1037598948
336097656	699391305	1023380395	1352619980	1652360577	1012769982
367801051	696565168	1026521584	1376422108	1651659790	1023793940
359860681	722658040	1041620746	1442980289	1789922877	1071408526
373902189	728955280	1060836255	1371310593	1700505990	1047102061
335815508	707454059	1050917952	1405499760	1693734317	1038684319
417355978	766722987	1094362492	1452275384	1764288651	1099001098
377384470	750225201	1050201107	1409395760	1727542162	1062949740
372013079	733227454	1075070957	1405542311	1721639874	1061498735
361954945	717281423	1061117813	1442213511	1739247747	1064363087
407417894	754645910	1104614603	1464274786	1781872467	1102565132
369808969	752828862	1068945800	1441983451	1765489857	1079811387
393579626	761429540	1087355908	1436036614	1766998541	1089080045
424014200	816426658	1168450351	1523873016	1850091091	1156571063
375261403	727618407	1076150670	1458230515	1751481027	1077748404
391644940	718888046	1062083972	1436586726	1729491190	1067738974
392499147	744936758	1072622387	1443926012	1767027299	1084202320
408826795	759683627	1086061452	1509296735	1896885791	1132150880
366614362	738905164	1103024188	1459742621	1792771763	1092211619
368271954	740418246	1094392605	1459212964	1794943154	1091447784
370980345	727258428	1092662475	1476370117	1772818962	1088018065
395772532	750819736	1102798540	1481282475	1790719465	1104278549
395406052	760703875	1109596171	1483999007	1816972189	1113335458
404354501	784370386	1114450741	1495875527	1842458157	1128301862
391855498	761303518	1097792048	1497234705	1827360900	1115109333
387126517	770422771	1103422009	1467555544	1802117042	1106128776
366298167	740187360	1095169069	1446376664	1793367630	1088279778
358514807	789091946	1193714360	1585952601	1916394564	1168733655
374954827	761656117	1113326331	1484110294	1809749513	1108759416
384343030	756952645	1133205362	1516696760	1851354450	1128510449
405962192	763674774	1129834699	1508467906	1816741669	1124936248
399371461	767851147	1127516063	1520539635	1838923743	1130840409
399921102	762470323	1124992098	1518097926	1840031415	1129102572
401300937	784590346	1119973277	1491307439	1846001437	1128634687
397796055	776833996	1125886661	1522295418	1858016606	1136165747
403267633	810126739	1191902410	1571969929	1926621552	1180777652
403628274	797642103	1205759003	1626238815	1979754478	1202604534
393005005	771365207	1123275865	1509903843	1851846203	1129879224
378922112	776261542	1132267976	1499542025	1849628985	1127324528
369356380	761237942	1132741067	1492262572	1841436035	1119406799
377087260	765155323	1134573474	1503807094	1854180805	1126960791
387849411	773965149	1144271959	1499065795	1848955154	1130821493
373152127	774871428	1147019218	1522304223	1865068942	1136483187
394514842	793610547	1184513618	1565746678	1920634326	1171804002
384938274	760735589	1130335242	1544568586	1882119628	1140539463
396565506	760173908	1136696325	1528534708	1859383390	1136270767
410689707	785920768	1158292559	1546964517	1877381013	1155849712
405226976	762673153	1139959610	1538845068	1953956841	1160132329
405673120	770512663	1148147608	1542827432	1872723895	1147976943
410406631	772923919	1143446825	1541405940	1875751787	1148787020
412492539	780480303	1156255205	1546767322	1895496520	1158298377
418047307	795475633	1169942885	1566711431	1882996770	1166634805
408152499	774879692	1156851438	1551439607	1886484021	1155561451
405642313	783469281	1148597321	1538302114	1872090446	1149620295
401962578	774380080	1139378247	1537124072	1889315484	1148432092
408913384	801305077	1167126461	1558260847	1913065141	1169734182
408997770	798368686	1164516582	1553703280	1908963764	1166910016
407447235	795875819	1164444424	1553214767	1897534835	1163703416
399330115	782852691	1154764410	1543309461	1895689909	1155189317
399641187	791584037	1152480907	1554377116	1901245374	1159865724
402660882	794756344	1169531630	1585313038	1933356060	1177123590
418240243	803938869	1166594426	1573350056	1914019800	1175228678
425582247	810598416	1170399403	1575258604	1910905035	1178548741
424744725	807892693	1174550613	1578162870	1926678355	1182405851
424025989	807587967	1170471947	1581711593	1922713540	1181302207
420968898	791798302	1160952010	1561879324	1898374671	1166794641
421090630	796593121	1159285814	1565493793	1907121418	1169916955
411923576	789787624	1158563370	1570477318	1909052705	1167960918
414911551	799342986	1170791113	1573562815	1911825917	1174086876
419279118	800846251	1163442787	1573590221	1918365533	1175104782
416877494	799100748	1165997300	1568665869	1915576588	1173243599
424945365	817139351	1184987503	1592715342	1948067236	1193570959
422694541	817167304	1183877066	1589798592	2190006419	1240708784
647170616	1132919827	1708068057	2510505114	3007212054	1801175133
401108072	782320222	1206625803	1623144818	1977139391	1198067661
405760247	794951744	1178162590	1568369691	1926981345	1174845123
418525608	803889197	1179221051	1586375069	1941619694	1185926123
413914170	804187398	1179668812	1575293816	1930287805	1180670400
403118872	804809193	1178593721	1565922866	1935266214	1177542173
394322352	805780339	1174997716	1569525854	1974660298	1183857311
420311500	832844561	1206498146	1594754696	1963000948	1203481970
408994686	812429983	1186689811	1569103213	1935346288	1182512796
399964014	814418829	1187392397	1571510831	1938675909	1182392396
407908906	811397463	1178587178	1573091326	1938637820	1181924538
419926123	826850410	1172906338	1585698804	1955360851	1192148505
419979501	816794322	1171395385	1583986677	1955096240	1189450425
430124263	858249352	1206766364	1609994470	1976561884	1216339266
412144914	882769953	1290649717	1692557753	2063171840	1268258835
421355083	822094446	1185603087	1589826711	1951740809	1194124027
416774952	819796532	1168974280	1582345177	1952200508	1188018289
463737389	896426537	1251652751	1656861119	2018113556	1257358270
419650428	834155200	1182465618	1585192465	1949150105	1194122763
410721073	820770856	1174093398	1580329461	1949407029	1187064363
418404826	827353583	1186092577	1586482590	1950644566	1193795628
492123948	941901621	1294611927	1712960929	2079638826	1304247450
420260306	833268375	1200217030	1609231670	1967195029	1206034482
426514495	820608223	1196718496	1608100739	1961434667	1202675324
409966211	819566157	1207735222	1598647990	1967221115	1200627339
412846361	821374573	1209485699	1601688618	1962469590	1201572968
410851009	796856559	1175700535	1589080289	1929098449	1180317368
419803344	802491993	1196204958	1600396261	1951876108	1194154532
424335715	813807433	1203214205	1681048724	2074054664	1239292148
419767308	812370865	1204761615	1605441152	1958226166	1200113421
398343772	801987774	1186183027	1578299145	1938181751	1180599093
404547669	803058239	1194538167	1596298223	1964402618	1192568983
416121332	825393898	1200430994	1602647254	1953535508	1199625797
401020652	802503489	1186491847	1572782095	1944767877	1181513192
402032823	813551535	1201345632	1583299796	1947536610	1189553279
388951140	802222740	1173710335	1570633489	1935863361	1174276213
409710257	821938822	1196057717	1605637269	1972956247	1201260062
409467085	812182696	1180057547	1583885529	1934207777	1183960126
415327680	804367980	1195966945	1604192899	2053942825	1214759665
423212571	820649807	1208977736	1599478526	1979867318	1206437191
419816882	817412758	1182870520	1588690817	1958270565	1193412308
423260826	823102153	1194813361	1617046571	1972191784	1206082939
420215515	818006692	1202957025	1608389848	1954820088	1200877833
413165855	817823541	1203103523	1609478547	1964035437	1201521380
422491605	812357982	1198929079	1603918674	1946522333	1196843934
428026788	811659480	1204872637	1597332530	1941629385	1196704164
404483297	799879565	1183038263	1602105496	1944231871	1186747698
420776780	811490847	1200741490	1594416132	1954380500	1196361149
439631576	907494163	1296316516	1686003128	2049640200	1275817116
