[32mFull scans	pages shared	pages sharing	pages unshared	pages volatile	general profit[0m
0		0		0		0		0		0
52		28		5411		1903		0		21693568
95		2144		35255		106815		20824		129729664
99		6801		57185		174342		18746		217793920
102		7019		52058		157003		59546		195589504
106		8113		48401		163398		56382		180567680
108		8453		50219		190424		29096		187872640
111		9504		56183		196736		15774		212325760
114		9766		56409		206242		5769		213247360
117		9736		56537		208559		3364		213771648
120		9722		56589		207960		3919		213984640
123		9708		56536		210076		1880		213771648
126		9707		56418		209665		2396		213284224
129		9753		56499		210980		954		213616000
132		9756		56446		210539		1444		213403008
135		9802		56505		209887		1991		213640576
138		7498		48756		201228		20601		181900672
141		7221		49385		201978		19602		184477056
144		7259		48562		210821		11547		181106048
147		7304		48640		219513		2729		181425536
150		7304		48635		221117		1130		181405056
153		7305		48628		221129		1125		181376384
156		7324		48649		221220		992		181462400
159		7343		48665		221214		964		181527936
162		7343		48690		220380		1773		181630336
165		7349		48679		220958		1200		181585280
168		7349		48675		221085		1077		181568896
171		7357		48681		221936		213		181593472
174		7357		48631		220525		1673		181388672
177		7367		48639		221787		392		181421440
180		7362		48560		219543		2722		181097856
184		7414		48502		222121		149		180860288
187		7414		48501		221939		332		180856192
190		7405		48459		220921		1401		180684160
193		7454		48495		221977		260		180831616
196		7454		48496		222072		164		180835712
199		7454		48506		221998		227		180876672
202		7454		48502		221919		312		180860288
205		7454		48499		221808		425		180848000
208		7454		48498		222075		158		180843904
211		7454		48500		221875		357		180852096
214		7456		48501		221999		230		180856192
217		7458		48503		222073		152		180864384
220		7458		48502		222076		150		180860288
223		7458		48499		221430		799		180848000
226		7943		56279		222947		20887		210803200
228		8814		84228		281331		157683		310946304
229		15114		105096		330876		101483		395024896
231		17736		104613		316938		114845		393095680
232		22558		105575		337305		88633		396974592
233		44550		134595		331370		44569		515836416
235		53692		151194		327936		23292		583703040
236		54545		152443		342306		6826		588814848
238		54856		152938		338805		9521		590842368
239		55046		153131		336731		11212		591632896
241		55916		153971		336939		9294		595073536
242		55972		154013		343952		2183		595245568
244		56007		154007		344747		1362		595220992
245		56000		154011		344547		1562		595237376
247		56004		154005		341716		4395		595212800
249		56049		154105		340819		5147		595622400
250		55880		152857		300937		46446		590510592
252		65111		162390		318215		10386		629557760
253		65658		162075		317470		10917		628267520
255		65961		162234		322882		5043		628918784
256		66058		162323		326822		918		629283328
258		66056		162346		326190		1528		629377536
260		66067		162360		326848		845		629434880
261		66067		162355		327019		679		629414400
263		66060		162375		326801		884		629496320
264		66059		162388		325152		2521		629549568
266		66057		162375		326624		1064		629496320
267		66068		162399		326708		944		629594624
269		66068		162398		326611		1043		629590528
270		66068		162328		321177		6546		629303808
272		66232		162483		326482		923		629938688
274		66229		162480		326329		1082		629926400
275		65774		161824		323341		5196		627198464
277		64662		144316		293817		53265		555526656
278		121248		201074		232591		1207		788007424
280		121195		201116		232591		1218		788179456
282		121197		201118		232535		1270		788187648
283		121178		201123		232697		1121		788208128
285		121198		201142		232454		1327		788285952
287		121199		201143		232665		1112		788290048
288		121199		201138		232512		1271		788269568
290		121186		201030		231242		2662		787827200
292		121169		201124		232721		1106		788212224
293		121155		201131		232589		1246		788240896
295		121154		201133		233412		420		788249088
297		121157		201149		232734		1080		788314624
298		121154		201148		233340		478		788310528
300		121154		201145		233315		506		788298240
302		121161		201140		232951		868		788277760
303		121164		201134		232724		1098		788253184
305		121187		201159		233212		562		788355584
306		121190		201161		233256		513		788363776
308		121189		201158		232807		966		788351488
310		121177		201123		231760		2059		788208128
311		121200		201135		233192		593		788257280
313		121199		201137		232705		1080		788265472
315		121198		201142		233159		621		788285952
316		121196		200098		231084		3742		784009728
318		121191		207956		231313		57627		812230208
319		123789		255739		266405		166155		995533312
320		125830		284527		313890		98557		1113227456
321		128847		285951		278138		139120		1118003712
322		131086		288955		301093		110938		1130308096
323		135932		305616		342375		48119		1198567936
324		139526		315723		354375		24942		1239789184
325		139813		316026		366643		12085		1241030272
326		139823		316946		363811		13984		1244802688
327		139819		317920		363278		13550		1248788160
328		139842		318040		368002		8682		1249279616
330		139864		318123		369859		6720		1249619584
331		139857		318134		374595		1980		1249664640
332		139849		318124		374353		2240		1249623680
333		139858		318148		374165		2395		1249721984
334		139781		318075		369240		7471		1249422976
335		139126		321130		336740		37557		1261919872
336		140044		323601		355465		15456		1272057472
337		140140		323702		369132		1592		1272471168
338		140136		324020		367078		3332		1273773696
339		140149		324105		368475		1840		1274117760
340		140150		324078		368123		2214		1274011264
341		140195		323215		368485		2664		1270492800
342		140167		323249		361867		9286		1270615680
343		140632		324031		367664		2239		1273818752
345		140634		324043		367891		1998		1273867904
346		140633		324044		368739		1150		1273872000
347		140635		324058		368028		1845		1273929344
348		140633		324052		368579		1303		1273904768
349		140635		324160		367642		2129		1274347136
350		140819		324355		368448		944		1275145856
351		140743		323345		361870		8608		1271008896
352		139347		337238		342962		15019		1327914624
353		144294		357609		322111		10552		1411354240
354		148165		361549		323245		1607		1427492480
355		148084		361693		322929		1860		1428082304
356		148091		361728		323171		1576		1428225664
357		148079		361736		323260		1490		1428258432
359		148096		361730		323084		1655		1428233856
360		148088		361721		322604		2153		1428196992
361		148093		361708		322952		1814		1428143744
362		148104		361760		322783		1919		1428356736
363		148093		361771		323152		1550		1428401792
364		148067		361598		319208		5692		1427697280
365		148157		361784		319012		5612		1428455040
366		148230		361895		323032		1408		1428909696
367		148230		361899		323101		1336		1428926080
368		148228		361882		323389		1067		1428856448
369		148226		361896		323267		1177		1428913792
371		148228		361889		323319		1130		1428885120
372		148225		361870		322806		1665		1428807296
373		148225		361860		323296		1185		1428766336
374		148222		361872		323489		983		1428815488
375		148227		361875		323384		1080		1428827776
376		148229		361873		323593		871		1428819584
377		148225		361815		321767		2759		1428582016
378		148251		361875		323275		1165		1428827776
379		148250		361866		322781		1669		1428790912
380		148249		361875		323091		1351		1428827776
382		148248		361868		323594		855		1428799104
383		148249		361871		323597		849		1428811392
384		148237		361802		321853		2674		1428528768
385		148223		362531		314471		9341		1431514752
386		149598		363710		317317		3935		1436356224
387		149750		363802		318885		2129		1436720768
388		149964		363982		317654		2967		1437458048
