[32mFull scans	pages shared	pages sharing	pages unshared	pages volatile	general profit[0m
0		0		0		0		0		0
46		28		5412		1901		1		21697664
95		6174		27712		87131		42826		103040128
99		6199		56810		135882		59331		216167552
102		7855		51464		148726		68615		193139840
105		8846		50724		165761		52033		190063744
108		9569		52386		213292		2178		196822144
111		9862		52423		201702		13435		196969600
114		10040		52582		209214		5584		197620864
117		10146		52707		213343		1226		198132864
120		10145		52782		209652		4845		198440064
123		10439		52811		212700		1471		198558848
126		10551		52901		212803		1168		198927488
129		10585		52935		213662		240		199066752
132		10585		52933		213581		323		199058560
135		10585		52929		213491		417		199042176
138		10583		52968		212343		1526		199201920
141		10287		52531		181162		33442		197411968
144		10956		53406		212027		1029		200995968
147		10860		53506		212874		182		201405568
150		10862		53513		212394		653		201434240
153		10862		53510		212843		207		201421952
156		10862		53512		212680		367		201430144
159		10862		53513		212479		569		201434240
162		10862		53511		212673		376		201426048
165		10860		53505		212758		299		201401472
168		10860		53524		212824		214		201479296
171		10860		53523		212869		170		201475200
174		10859		53520		212272		771		201462912
177		11356		62412		213312		115602		229867904
178		17396		95437		283021		113167		358332672
180		19111		114059		279150		140988		431773952
181		28519		121682		284808		118299		462997760
182		41822		134030		281932		95524		513575168
184		72150		171399		298338		13469		666507520
185		74529		173348		288810		18669		674490624
187		76258		175197		298657		5244		682064128
188		76407		175400		297126		6422		682899712
190		76541		175740		297332		5742		684288256
191		77371		176560		298238		3187		687646976
193		77418		176591		300627		719		687773952
195		77453		176593		295121		6147		687782144
196		77465		176565		300485		841		687667456
198		77455		176674		296276		4953		688113920
199		77569		176786		300412		589		688572672
201		77505		174808		274368		28675		680470784
203		87009		184372		278931		5032		719644928
204		87237		184631		281123		2364		720705792
206		87239		184630		282555		932		720701696
207		87241		184632		282802		681		720709888
209		87240		184622		282685		810		720668928
211		87242		184623		282162		1328		720673024
212		87224		184611		282896		624		720623872
214		87221		184629		282651		855		720697600
215		87027		184633		282675		1019		720713984
217		86942		184538		281634		2241		720324864
219		86970		184571		283135		680		720460032
220		86968		184560		282611		1217		720414976
222		86975		184601		280958		2814		720582912
223		87014		184693		280492		3156		720959744
225		87045		184799		282206		1307		721393920
227		87100		184804		280042		3410		721414400
228		87145		184856		279848		3507		721627392
230		87145		184819		277027		6365		721475840
231		87306		184888		278935		4215		721762560
233		87512		185098		282256		490		722618624
235		87512		185100		282114		630		722626816
236		87382		185198		281038		1737		723028224
238		87399		185225		282182		550		723138816
239		87403		185228		281397		1328		723151104
241		87402		185244		280124		2586		723216640
242		87402		185244		282225		483		723220736
244		87406		185255		281595		1100		723261696
246		87404		185249		282173		530		723237120
247		87404		185251		282155		546		723245312
249		87404		185248		281948		755		723233024
250		87400		189371		282195		18580		738700672
252		87349		209381		283448		143289		811322752
252		89681		269766		328462		143077		1051778432
253		91451		292165		324926		123980		1143426432
254		92226		296388		327688		116220		1160723840
255		96115		307725		361124		68308		1207160192
256		101147		316484		389125		26534		1242987904
257		103424		320078		393966		15822		1257708928
258		103457		320236		401198		8399		1258356096
260		103445		320472		397130		12243		1259322752
261		103490		320565		404500		4735		1259703680
262		103509		320600		401129		8052		1259847040
263		103520		320570		406794		2405		1259724160
264		103522		320568		408210		990		1259715968
265		103412		320523		401319		8036		1259531648
266		103392		320234		388155		21508		1258347904
267		103484		320331		390449		19026		1258745216
268		103657		321980		378747		28853		1265499520
269		104373		322821		402164		3930		1268944256
270		104375		322859		401729		4328		1269099904
271		104371		322862		404496		1561		1269112192
272		104373		322884		401935		4098		1269202304
273		104375		322878		404312		1725		1269177728
274		104375		322869		403845		2201		1269140864
276		104376		322838		404270		1806		1269013888
277		104376		322855		404658		1401		1269083520
278		104379		322858		404925		1127		1269095808
279		104371		322719		402348		3852		1268526464
280		104376		322847		404680		1387		1269050752
281		104375		322839		403973		2103		1269017984
282		104378		322845		404768		1299		1269042560
283		104380		322852		404941		1117		1269071232
284		104381		322849		405037		1022		1269058944
285		104384		322846		404923		1138		1269046656
286		104381		322839		405042		1028		1269017984
287		104382		322833		403141		2935		1268993408
288		104420		322871		405152		847		1269149056
289		104420		322892		405165		813		1269235072
290		104411		322883		405170		826		1269198208
291		104418		322817		403272		2783		1268927872
292		104316		321575		401208		6195		1263840640
294		104301		322897		400339		5753		1269255552
295		104310		322954		404307		1719		1269489024
296		104308		322960		404878		1144		1269513600
297		104310		322955		405145		880		1269493120
298		104310		322952		405251		776		1269480832
299		104311		322951		405125		902		1269476736
300		104309		322922		402682		3377		1269357952
301		104299		322973		404450		1568		1269566848
302		104306		322980		404742		1263		1269595520
303		104286		322976		404647		1385		1269570944
304		104292		322997		402983		3018		1269665152
305		104316		323053		404150		1771		1269894528
306		104316		323044		404207		1723		1269857664
307		104319		323061		404885		1025		1269927296
308		104321		323064		405078		827		1269939584
310		104320		323052		404875		1043		1269890432
311		104321		323056		404082		1831		1269906816
312		104323		323052		404880		1035		1269890432
313		104237		323121		402609		3324		1270173056
314		104210		322787		400023		6268		1268804992
315		104355		323005		404825		1105		1269697920
316		104349		322507		398372		8090		1267592576
317		104356		323269		398248		7417		1270779264
